Name,Description,Price,Stock,Seller Username
高露洁 焕颜保湿面霜 50g 升级版,"焕新肌肤，从高露洁焕颜保湿面霜开始！这款面霜专为亚洲肌肤设计，融合高露洁独特的护肤科技，蕴含深层保湿因子与天然植物精华，能够24小时持久锁水，改善肌肤干燥粗糙问题。
容量：50g，质地轻盈不油腻，适合各种肤质，无论是日常办公还是外出旅行，都是您的随身护肤好伴侣。
使用场景：晨起洁面后或晚间护肤时，取适量涂抹于面部，轻轻按摩至吸收，肌肤即刻焕发水润光泽。
高露洁始终秉持“健康与自信”的品牌理念，致力于为每一位用户带来专业级护肤体验。",89.90,1275,seller01@cxk.com
兰蔻 小黑瓶精华液 升级版 30ml,"兰蔻小黑瓶精华液升级版，专注肌肤修护与焕新，蕴含独特酵母精华成分，深入肌底激活细胞活力，显著改善细纹、暗沉与松弛问题。
产品容量为30ml，轻盈质地易吸收，适合所有肤质，无论是日常护理还是熬夜后急救，都能让肌肤重现紧致透亮光泽。
搭配兰蔻尖端科技与法国优雅护肤理念，适用于晨晚护肤步骤，助力每位女性绽放自信美肌。",780.50,1234,seller01@cxk.com
欧莱雅 玻尿酸水光盈润面膜 5片装,"欧莱雅全新玻尿酸水光盈润面膜，专为亚洲肌肤定制，采用高浓度玻尿酸精华，深度补水，锁住肌肤水分，带来水光透亮效果！
每片面膜蕴含30ml精华液，贴合面部曲线的超薄天丝膜布，尺寸适合大多数面型，温和不刺激，适合敏感肌。
无论是日常护理还是熬夜后急救，敷上15分钟，即刻焕发肌肤光彩，适合忙碌都市女性随时随地宠爱自己。
欧莱雅，始终秉承“美丽无界”的品牌理念，让每一位女性绽放自信光彩！",129.90,1278,seller01@cxk.com
雅诗兰黛 奢华丝滑沐浴露 250ml,"雅诗兰黛全新推出的奢华丝滑沐浴露，专为追求高品质生活的您设计，带来极致洁净与滋养体验。
采用独特的植物精华配方，蕴含玫瑰精油与蜂蜜精粹，温和清洁的同时深层保湿，让肌肤如丝般柔滑。
产品容量为250ml，优雅粉色瓶身设计，彰显雅诗兰黛一贯的精致美学，适合每日沐浴使用，特别适合在繁忙一天后放松身心。
无论是清晨唤醒还是晚间舒缓，这款沐浴露都能为您营造出奢华SPA般的沐浴时光，完美诠释雅诗兰黛“每一寸肌肤都值得珍爱”的品牌理念。",128.50,356,seller01@cxk.com
迪奥 雪晶灵焕亮洗面奶 120ml,"迪奥雪晶灵焕亮洗面奶，专为追求极致肌肤的您打造！蕴含独特雪晶焕亮科技，温和洁净同时深层滋养，轻松卸除彩妆与日常污垢，让肌肤绽放透亮光彩。
容量120ml，质地细腻泡沫丰富，适合所有肤质，尤其针对暗沉肌肤有显著改善效果。
无论晨间唤醒肌肤，还是夜间深度清洁，迪奥始终伴您展现优雅自信，诠释法式奢华护肤哲学。
迪奥，赋予肌肤无暇之美！",298.50,127,seller01@cxk.com
舒肤佳 净护舒爽沐浴露 750ml 家庭装,"舒肤佳 净护舒爽沐浴露，专为全家肌肤健康设计，蕴含独特抗菌配方，能有效清洁肌肤表面细菌，保护皮肤屏障，让每一次沐浴都带来持久清爽体验。
容量为750ml，大瓶装适合家庭长期使用，温和不刺激，适合各类肤质，泡沫细腻易冲洗，散发清新自然香气。
无论是繁忙工作后放松身心，还是运动后洗去汗渍，舒肤佳始终是您肌肤的贴心守护者，秉承品牌“健康保护每一天”的理念。
选择舒肤佳，选择全家安心沐浴时光。",39.90,1280,seller01@cxk.com
百雀羚 草本焕颜爽肤水 200ml,"百雀羚草本焕颜爽肤水，传承百年国货精髓，采用独特草本配方，深层补水，温和调理肌肤水油平衡，焕发肌肤自然光彩。
容量200ml，质地轻盈，适合各类肤质，尤其针对干燥缺水肌肤，提供持久保湿效果。
无论是清晨唤醒肌肤，还是晚间舒缓护理，都能让您感受到草本力量的温柔呵护。
百雀羚秉承“自然护肤，东方美学”理念，致力于为每一位消费者带来健康美肌体验。",89.90,1278,seller01@cxk.com
高露洁 炫彩润泽口红 3.5g 樱花粉,"独特研发的高露洁炫彩润泽口红，专为追求健康美唇的你打造！采用高露洁独家护唇科技，蕴含天然保湿成分，持久滋润不拔干，3.5g精致容量，轻松涂抹，呈现樱花粉的温柔色泽，显白又百搭。
适合日常妆容、约会或职场等多种场景，让双唇时刻绽放自然光彩。
高露洁品牌始终秉持“健康笑容，美丽人生”的理念，赋予口红更多护唇力量，拒绝唇部干燥与色素沉淀！",89.90,1275,seller01@cxk.com
高露洁 焕颜保湿面霜 50g 升级版,"探索高露洁全新推出的焕颜保湿面霜，专为亚洲肌肤设计，融合品牌百年护理科技，带来深层滋润与亮肤效果！
这款面霜含有独特的活性保湿因子和天然植物精华，容量为50g，质地轻盈不油腻，适合所有肤质。
无论是日常工作后的疲惫肌肤护理，还是晨间妆前打底，高露洁焕颜面霜都能让您时刻保持水润光泽。
秉承高露洁“健康护理，焕发自信”的理念，助您展现最佳状态！",89.90,1275,seller01@cxk.com
欧莱雅 焕活修护洗发水 500ml 家庭装,"欧莱雅焕活修护洗发水，专为亚洲发质设计，富含核心氨基酸修护成分与植物精油，能够深入发丝内部，修复受损发质，令秀发柔顺光泽，强韧不易断裂。
容量为大瓶装500ml，适合家庭日常使用，经济又实惠；温和配方，适合各类发质，无论是干枯毛躁还是油性发质都能焕发新生。
无论是日常洗护还是旅行出游，随身携带一瓶，时刻保持优雅自信，展现欧莱雅“因你值得”的品牌理念，绽放属于你的美丽光彩！",69.90,1278,seller01@cxk.com
高露洁 活力焕发洗发水 500ml 家庭装,"专为追求健康秀发的你设计，高露洁活力焕发洗发水融合独特护发科技，深层清洁头皮的同时滋养发丝，蕴含天然植物精华，温和不刺激，适合各类发质。
容量为500ml，适合家庭日常使用，瓶身采用环保可回收材质，符合高露洁一贯的可持续发展理念。
无论是忙碌早晨快速洗护，还是周末深度护理，这款洗发水都能让你的头发焕发自然光泽，持久清新，展现自信魅力！",39.90,1280,seller01@cxk.com
雅诗兰黛 红石榴洁面乳 焕活亮肤款 125ml,"雅诗兰黛红石榴洁面乳焕活亮肤款，专为亚洲肌肤设计，蕴含红石榴精粹，深层清洁毛孔污垢与彩妆残留，同时保湿滋养，焕发肌肤自然光泽。
容量125ml，质地细腻温和，泡沫丰富，适合各种肤质，尤其针对暗沉肌肤，带来清爽洁净体验。
适合早晚使用，无论是晨间唤醒肌肤，还是夜间卸除一天疲惫，都能让肌肤重现健康光彩。
雅诗兰黛始终秉持“每一款产品都是对美的承诺”，为您带来奢华护肤享受。",298.50,1278,seller01@cxk.com
海飞丝 去屑洗发水 深层清洁版 750ml,"海飞丝去屑洗发水深层清洁版，专为头皮健康设计，采用独特去屑科技，能有效清除头皮屑，同时深层滋养头皮，防止干痒问题。
容量为750ml，适合家庭日常使用，瓶身设计便于抓握，适合淋浴时使用。
无论是日常上班还是运动后，洗后清爽不油腻，带来持久清新感受。
海飞丝品牌始终秉持“去屑从根源开始”的理念，陪伴每一位用户自信展现自我！",59.90,1280,seller01@cxk.com
完美日记 净颜舒缓洗面奶 120ml,"完美日记净颜舒缓洗面奶，专为敏感肌肤设计，温和洁净不刺激，打造清爽无负担的洁面体验！
采用温和氨基酸配方，泡沫细腻绵密，能深入毛孔清除多余油脂与污垢，同时蕴含舒缓植物精华，保护肌肤屏障，洁面后不紧绷，肌肤水润柔嫩。
容量120ml，适合日常早晚使用，无论是清晨唤醒肌肤还是夜晚卸除疲惫，完美日记始终陪伴你绽放自信美肌！
完美日记秉持“美不设限”的品牌理念，让每一位用户都能找到属于自己的美丽方式。",49.90,1275,seller01@cxk.com
百雀羚 花韵幻彩眼影盘 12色,"百雀羚全新推出的花韵幻彩眼影盘，灵感源自东方花卉之美，融合自然与时尚，打造迷人双眸！
这款眼影盘拥有12种高显色度色彩，从日常温柔大地色到聚会闪耀珠光色，满足多种妆容需求。采用丝绒质地，细腻易上色，持妆长达8小时不脱妆，防水防汗，适合中国女性肤质。
无论是日常通勤、上班约会，还是节庆派对，都能轻松打造精致眼妆，彰显东方女性独特魅力。
百雀羚秉承“天然护肤，东方之美”的品牌理念，让每一位用户都能感受到自然与美的完美结合。",89.90,1278,seller01@cxk.com
潘婷 清新护龈牙膏 120g 家庭装,"潘婷 清新护龈牙膏 120g 家庭装，专为呵护口腔健康而设计，传承潘婷品牌对呵护与滋养的承诺！这款牙膏采用独特护龈配方，蕴含天然薄荷精华与维生素E成分，能有效减少牙龈出血，强健牙齿，带来持久清新口气。
适合全家人日常使用，无论是清晨刷牙开启活力一天，还是晚间护理放松身心，都能感受到潘婷的细致关怀。
产品容量为120g，质地温和，适合敏感牙齿人群，贴合中国家庭的口腔护理需求。让每一次刷牙都成为对牙齿与牙龈的双重呵护！",29.90,1278,seller01@cxk.com
香奈儿 星光幻彩眼影盘 4色 5.5g,"香奈儿全新星光幻彩眼影盘，专为追求精致妆容的你打造！这款眼影盘采用独特微闪配方，融合4种经典色调（烟熏灰、玫瑰粉、香槟金、深棕），色泽饱满，显色持久，轻松打造层次感眼妆。
其丝滑粉质轻薄服帖，不易飞粉，适合亚洲女性眼型，无论是日常通勤还是晚宴派对，都能让你眼眸绽放迷人光芒。
容量5.5g，搭配精致镜面包装，彰显香奈儿一贯的优雅与奢华品牌理念，随身携带，随时补妆，成为人群中的焦点！",520.50,128,seller01@cxk.com
潘婷 丝质香氛持久香水 50ml,"潘婷丝质香氛持久香水，专为追求优雅与魅力的你设计！这款香水以潘婷品牌经典的护发精华理念为灵感，融入独特花果香调，带来丝绸般顺滑的嗅觉体验。
容量为50ml，方便携带，适合日常通勤、约会或重要场合使用。
香水瓶身采用精致玻璃材质，优雅紫色设计，彰显高端质感。
前调为清新柑橘，中调绽放玫瑰与茉莉花香，后调留下温暖琥珀与檀香，持久留香长达8小时。
潘婷始终致力于让你从头到脚散发自信光芒，这款香水是你展现个人魅力的完美选择！",129.90,387,seller01@cxk.com
花西子 鎏金九色眼影盘 2023新款,"花西子鎏金九色眼影盘，2023全新升级款，融合东方美学与现代彩妆科技，打造灵动双眸！
采用丝绒质地细腻粉质，上妆顺滑不飞粉，显色度极高，持久不脱妆。包含9种经典色系，涵盖鎏金、玫瑰棕、烟灰紫等，适合日常通勤、约会派对及节日妆容，轻松驾驭多种风格。
盘体设计灵感源自宋代瓷器，优雅精致，尽显花西子“以花养妆”的品牌理念。净含量5.5g，小巧便携，随时随地绽放魅力！",129.90,378,seller01@cxk.com
雅诗兰黛 持妆无瑕粉底液 30ml 象牙白,"雅诗兰黛持妆无瑕粉底液，专为亚洲女性肤质设计，带来24小时持久妆效，拒绝脱妆烦恼！
这款粉底液采用独特微孔控油科技，质地轻薄透气，能有效遮盖瑕疵，同时保持肌肤水润不干燥。
容量30ml，经典象牙白 оттенок，适合大多数亚洲肤色，轻松打造自然裸妆。
无论是日常通勤还是重要约会，它都能为你提供无瑕底妆，展现自信光彩。
雅诗兰黛始终秉持“每位女性都能拥有美丽”的理念，这款粉底液是你绽放魅力的最佳选择！",420.00,128,seller01@cxk.com
香奈儿 净颜泡沫洗面奶 150ml 奢华焕肤款,"香奈儿净颜泡沫洗面奶，专为追求精致护肤的你设计，传承香奈儿一贯的奢华与优雅，带来无与伦比的洁面体验。
这款洗面奶蕴含珍稀植物精粹，泡沫细腻绵密，能深入毛孔，温和去除污垢与多余油脂，同时滋养肌肤，保持水油平衡。
容量150ml，适合日常早晚使用，无论是晨间唤醒肌肤还是夜间卸除一天疲惫，都能让肌肤焕发自然光彩。
香奈儿始终秉持“简约即奢华”的品牌理念，让每一次洁面都成为一种仪式感满满的享受。",298.50,127,seller01@cxk.com
兰蔻 玫瑰花香滋润沐浴露 200ml,"兰蔻玫瑰花香滋润沐浴露，专为追求高端护肤体验的你打造，传承兰蔻百年美肤精髓，带来如丝般柔滑的沐浴享受。
采用法国进口玫瑰精油与天然保湿成分，温和洁净肌肤同时深层滋润，持久锁水，让肌肤散发迷人花香。
容量为200ml，质地细腻泡沫丰富，适合每日沐浴使用，特别适用于干燥肌肤，带来水润光泽。
无论是繁忙一天后的放松时光，还是晨间焕新时刻，兰蔻沐浴露都能为你营造SPA级奢华体验。
以兰蔻“美丽无界”的品牌理念，赋予每一位用户自信与优雅。",128.50,356,seller01@cxk.com
高露洁 魅彩四色眼影盘 2023新款,"探索高露洁全新美妆力作——魅彩四色眼影盘！这款眼影盘以高露洁一贯的创新精神打造，采用高显色矿物质粉末，质地细腻顺滑，持久不脱妆。包含四种精心搭配的色彩（大地棕、玫瑰金、烟熏灰、珍珠白），适合打造日常通勤妆到派对夜妆的多种风格。产品净含量5g，小巧便携，附赠双头眼影刷，轻松上妆。无论是约会、聚会还是职场，高露洁眼影盘都能让你双眸闪耀，成为焦点。高露洁，始终致力于为你带来自信与美丽！
规格：5g，4色可选；材质：矿物质粉末；适合肤质：各类肤质",59.90,128,seller01@cxk.com
